"practice_id","doctor_id","practice"
6083,2688,"VCA ALL ABOUT PETS ANIMAL HOSPITAL"
9086,10581,"ALL ABOUT PETS VET HOSPITAL*WRITTEN RX ONLY*"
9086,11509,"ALL ABOUT PETS VET HOSPITAL*WRITTEN RX ONLY*"
9086,8570,"ALL ABOUT PETS VET HOSPITAL*WRITTEN RX ONLY*"
7658,7658,"ALL ABOUT PETS CITRUS HEIGHTS*WRITTEN RX ONLY*"
9086,9825,"ALL ABOUT PETS VET HOSPITAL*WRITTEN RX ONLY*"
9086,7356,"ALL ABOUT PETS VET HOSPITAL*WRITTEN RX ONLY*"
9086,7906,"ALL ABOUT PETS VET HOSPITAL*WRITTEN RX ONLY*"
8792,8792,"ALL ABOUT PETS VET HOSPITAL AND ALL ABOUT EQUINE VET SERVICES"
9086,9086,"ALL ABOUT PETS VET HOSPITAL*WRITTEN RX ONLY*"
9086,7512,"ALL ABOUT PETS VET HOSPITAL*WRITTEN RX ONLY*"
9086,10496,"ALL ABOUT PETS VET HOSPITAL*WRITTEN RX ONLY*"
8792,14851,"ALL ABOUT PETS VET HOSPITAL AND ALL ABOUT EQUINE VET SERVICES"
13053,13064,"ALL AMERICAN CITY VET HOSPITAL"
13053,13053,"ALL AMERICAN CITY VET HOSPITAL"
3827,3827,"ALL ANIMAL EYE CARE"
3748,11253,"ALL ANIMAL MOBILE VET CLINIC"
3748,3748,"ALL ANIMAL MOBILE VET CLINIC"
5488,3020,"ALL ANIMALS EMERGENCY HOSPITAL"
5488,5880,"ALL ANIMALS EMERGENCY HOSPITAL"
5488,5488,"ALL ANIMALS EMERGENCY HOSPITAL"
3768,12273,"RIO VET SERVICE"
3768,13304,"RIO VET SERVICE"
6921,12501,"ALL BAY ANIMAL HOSPITAL"
6921,11045,"ALL BAY ANIMAL HOSPITAL"
6921,13373,"ALL BAY ANIMAL HOSPITAL"
10629,10629,"ALL BAY ANIMAL HOSPITAL"
6921,6921,"ALL BAY ANIMAL HOSPITAL"
6921,7202,"ALL BAY ANIMAL HOSPITAL"
14349,14349,"ALL BAY ANIMAL HOSPITAL"
12537,15151,"ALL CARE PET CLINIC PALMDALE"
5800,5800,"ALL CARE PET CLINIC"
12537,12537,"ALL CARE PET CLINIC PALMDALE"
7019,6201,"COMPANION ANIMAL HOSPITAL"
5993,5993,"ALLCARE VET HOSPITAL"
5859,5859,"ALL CARE VET HOSPITAL"
5859,6022,"ALL CARE VET HOSPITAL"
5993,7211,"ALLCARE VET HOSPITAL"
7244,7244,"ALL CARE VET HOSPITAL"
5993,7179,"ALLCARE VET HOSPITAL"
6692,6692,"ALL CARE VET HOSPITAL IN HAYWARD"
7019,6446,"COMPANION ANIMAL HOSPITAL"
4786,4786,"ALL CREATURES ANIMAL HOSPITAL"
16782,16782,"ALL CREATURES ANIMAL HOSPITAL"
10327,10327,"ALL CREATURES ANIMAL HOSPITAL"
12935,13221,"ALL CREATURES CARE COTTAGE"
12935,12935,"ALL CREATURES CARE COTTAGE"
7553,7553,"ALL CREATURES HOSPITAL"
9868,14270,"ALL CREATURES VET HOSPITAL"
14105,14105,"ALL CREATURES VET CENTER"
4854,8649,"ALL CREATURES VET CLINIC EL CERRITO"
4854,7701,"ALL CREATURES VET CLINIC EL CERRITO"
4854,8779,"ALL CREATURES VET CLINIC EL CERRITO"
4854,12266,"ALL CREATURES VET CLINIC EL CERRITO"
4854,13551,"ALL CREATURES VET CLINIC EL CERRITO"
4854,4854,"ALL CREATURES VET CLINIC EL CERRITO"
15200,15200,"ALL CREATURES VETERINARY CARE CENTER"
4616,16153,"ALL CREATURES VET HOSPITAL"
15924,15924,"ALL CREATURES VETERINARY HOSPITAL"
4616,4616,"ALL CREATURES VET HOSPITAL"
3342,3342,"ALL CREATURES VET HOSPITAL"
9868,9868,"ALL CREATURES VET HOSPITAL"
9868,12615,"ALL CREATURES VET HOSPITAL"
8736,8736,"ALL CREATURES VET SERVICES"
13821,13821,"ALL DAY PET HOSPITAL"
4853,2685,"ALLEY CAT SMALL ANIMAL HOSPITAL"
4611,4611,"ALLEY CAT SMALL ANIMAL HOSPITAL"
4853,9162,"ALLEY CAT SMALL ANIMAL HOSPITAL"
7727,7727,"ALLEY CAT SMALL ANIMAL HOSPITAL"
4853,4853,"ALLEY CAT SMALL ANIMAL HOSPITAL"
4853,8449,"ALLEY CAT SMALL ANIMAL HOSPITAL"
9613,9613,"ALLEY CATS MOBILE VET SERVICES"
7317,7317,"ALL PAWS"
10606,10606,"ALL PAWS ANIMAL CLINIC"
13104,13104,"ALLPETS ANIMAL CLINIC"
2160,3126,"ALL PET'S HOSPITAL"
2160,4070,"ALL PET'S HOSPITAL"
2160,3902,"ALL PET'S HOSPITAL"
2160,2160,"ALL PET'S HOSPITAL"
5019,5019,"ALL PETS HOSPITAL"
2160,10355,"ALL PET'S HOSPITAL"
2160,9804,"ALL PET'S HOSPITAL"
2160,6678,"ALL PET'S HOSPITAL"
2160,7442,"ALL PET'S HOSPITAL"
2160,6561,"ALL PET'S HOSPITAL"
1930,1930,"ALL PETS HOSPITAL SALINAS"
12768,12768,"ALL PETS MEDICAL AND SURGICAL CENTER"
1193,16559,"ALL PETS MEDICAL CENTRE"
1193,1193,"ALL PETS MEDICAL CENTRE"
1193,14336,"ALL PETS MEDICAL CENTRE"
1551,6353,"ALL TAILS WAGGING VET CLINIC"
1551,1521,"ALL TAILS WAGGING VET CLINIC"
1551,1551,"ALL TAILS WAGGING VET CLINIC"
1267,1267,"ALMADEN VALLEY ANIMAL HOSPITAL"
14884,14884,"ALMA SCHOOL ANIMAL HOSPITAL"
16156,16156,"ALOHA ANIMAL HOSPITAL"
13716,13716,"ALONA ANIMAL HOSPITAL"
7224,7224,"ALONDRA ANIMAL HOSPITAL"
14037,14037,"ALORO PET HOSPITAL"
16132,16132,"ALPENGLOW VETERINARY SPECIALTY + EMERGENCY"
9319,9319,"ALPEN VETERINARY HOSPITAL"
8803,8803,"ALPHA ANIMAL HOSPITAL"
5297,10494,"ALPINE ANIMAL HOSPITAL"
15546,15546,"ALPINE ANIMAL CLINIC VETERINARY HOSPITAL"
5297,10416,"ALPINE ANIMAL HOSPITAL"
5297,10338,"ALPINE ANIMAL HOSPITAL"
5297,9696,"ALPINE ANIMAL HOSPITAL"
5297,9016,"ALPINE ANIMAL HOSPITAL"
5297,7204,"ALPINE ANIMAL HOSPITAL"
5297,10333,"ALPINE ANIMAL HOSPITAL"
5297,16085,"ALPINE ANIMAL HOSPITAL"
5297,15108,"ALPINE ANIMAL HOSPITAL"
5297,13224,"ALPINE ANIMAL HOSPITAL"
5297,12589,"ALPINE ANIMAL HOSPITAL"
5297,12514,"ALPINE ANIMAL HOSPITAL"
5297,11383,"ALPINE ANIMAL HOSPITAL"
5297,11345,"ALPINE ANIMAL HOSPITAL"
5297,11313,"ALPINE ANIMAL HOSPITAL"
5297,6777,"ALPINE ANIMAL HOSPITAL"
5297,6658,"ALPINE ANIMAL HOSPITAL"
5297,6161,"ALPINE ANIMAL HOSPITAL"
5297,6068,"ALPINE ANIMAL HOSPITAL"
5297,5952,"ALPINE ANIMAL HOSPITAL"
5297,5297,"ALPINE ANIMAL HOSPITAL"
12347,12347,"ALPINE ANIMAL HOSPITAL"
7369,7624,"ALPINE ANIMAL HOSPITAL"
4663,4663,"ALPINE ANIMAL HOSPITAL"
4195,4195,"ALPINE ANIMAL HOSPITAL"
14785,14785,"ALPINE ANIMAL HOSPITAL"
14559,14559,"ALPINE ANIMAL HOSPITAL"
7369,7369,"ALPINE ANIMAL HOSPITAL"
14123,14123,"ALPINE ANIMAL HOSPITAL"
5297,8022,"ALPINE ANIMAL HOSPITAL"
15352,15352,"ALPINE HOSPITAL FOR ANIMALS"
15352,16579,"ALPINE HOSPITAL FOR ANIMALS"
3320,10129,"ALPINE VET HOSPITAL"
3320,3320,"ALPINE VET HOSPITAL"
3320,6738,"ALPINE VET HOSPITAL"
3320,7976,"ALPINE VET HOSPITAL"
3320,9499,"ALPINE VET HOSPITAL"
3320,6114,"ALPINE VET HOSPITAL"
5244,5244,"ALPINE VET HOSPITAL"
16055,16055,"ALTA ANIMAL HOSPITAL"
13860,13860,"ALTA LOMA ANIMAL HOSPITAL"
3024,3024,"ALTA MIRA VET HOSPITAL"
3249,3249,"ALTAMONT CAT HOSPITAL"
10556,11440,"ALTA RANCHO PET HOSPITAL"
10556,10556,"ALTA RANCHO PET HOSPITAL"
5033,9662,"ALTA VISTA VET CLINIC"
10153,10153,"ALTA SIERRA VET CLINIC"
12680,12680,"ALTA VIEW ANIMAL HOSPITAL"
5033,5033,"ALTA VISTA VET CLINIC"
3867,3867,"ALTAWOOD ANIMAL HOSPITAL"
6141,6141,"ALTERNATIVES FOR ANIMAL"
6141,7026,"ALTERNATIVES FOR ANIMAL"
7466,8420,"ALTERNATIVES FOR ANIMALS"
7466,7466,"ALTERNATIVES FOR ANIMALS"
7530,7530,"ALTON MAIN ANIMAL HOSPITAL"
10063,10063,"ALTO TIBURON"
4586,4586,"ALTO TIBURON VET"
606,7537,"ALTO TIBURON VET HOSPITAL"
606,9559,"ALTO TIBURON VET HOSPITAL"
606,16922,"ALTO TIBURON VET HOSPITAL"
606,7915,"ALTO TIBURON VET HOSPITAL"
606,15802,"ALTO TIBURON VET HOSPITAL"
606,8568,"ALTO TIBURON VET HOSPITAL"
606,2836,"ALTO TIBURON VET HOSPITAL"
606,606,"ALTO TIBURON VET HOSPITAL"
606,3564,"ALTO TIBURON VET HOSPITAL"
606,6017,"ALTO TIBURON VET HOSPITAL"
606,8776,"ALTO TIBURON VET HOSPITAL"
606,9704,"ALTO TIBURON VET HOSPITAL"
606,9971,"ALTO TIBURON VET HOSPITAL"
606,13301,"ALTO TIBURON VET HOSPITAL"
606,8099,"ALTO TIBURON VET HOSPITAL"
1970,12429,"VCA BAY AREA ANIMAL HOSPITAL"
14568,14568,"AMADOR PET HOSPITAL"
3555,8697,"AMADOR VALLEY VET CENTER"
3555,3555,"AMADOR VALLEY VET CENTER"
3555,7791,"AMADOR VALLEY VET CENTER"
8440,8440,"AM AND PM VETERINARY HOSPITAL"
10246,10246,"AMAR GLEN VET HOSPITAL"
5854,5854,"AMAR GLEN VET HOSPITAL"
5854,13720,"AMAR GLEN VET HOSPITAL"
14625,14625,"AMBASSADOR ANIMAL HOSPITAL PC"
15960,15960,"AMBASSADOR DOG AND CAT HOSPITAL"
14806,14806,"AMBULATORY VETERINARY CARE"
7823,7823,"AMERICAN ANIMAL EYE CARE CENTER"
2978,2978,"AMERICAN ANIMAL HOSPITAL"
4986,4986,"AMERICAN ANIMAL HOSPITAL"
3852,3852,"AMERICAN CANYON VETERINARY HOSPITAL"
3852,9890,"AMERICAN CANYON VETERINARY HOSPITAL"
3852,5094,"AMERICAN CANYON VETERINARY HOSPITAL"
15816,15816,"AMERICAN PET CLINIC"
13810,13810,"AMERICAN PET HOSPITAL"
3237,3237,"AMERICAN VALLEY ANIMAL HOSP"
6053,6053,"AMERICAN VET HOSPITAL"
16226,16226,"AMHERST VETERINARY HOSPITAL"
12717,13030,"AMICI PET HOSPITAL"
12717,16297,"AMICI PET HOSPITAL"
12717,12717,"AMICI PET HOSPITAL"
15648,15648,"AM PM IDEAL PET CARE"
12596,12596,"AMS ACUPUNCTURE & HERBS 4 PETS"
8758,8758,"ANAHEIM HILLS PET CLINIC"
4637,13946,"ANALY VET HOSPITAL"
4637,4637,"ANALY VET HOSPITAL"
4637,12024,"ANALY VET HOSPITAL"
4637,11850,"ANALY VET HOSPITAL"
4637,10763,"ANALY VET HOSPITAL"
4637,9690,"ANALY VET HOSPITAL"
4637,6711,"ANALY VET HOSPITAL"
4637,6377,"ANALY VET HOSPITAL"
4811,4811,"ANCHOR ANIMAL HOSPITAL"
6770,6770,"ANCHOR ANIMAL HOSPITAL"
17086,17086,"ANDOVER ANIMAL HOPSITAL"
7631,11755,"ANDREWS SQUARE PET CLINIC"
7631,7631,"ANDREWS SQUARE PET CLINIC"
8251,8251,"ANGEL CARE PET HOSPITAL"
15372,15372,"ANGEL CITY ANIMAL HOSPITAL"
9226,9226,"ANGELES VISTA PET HOSPITAL"
7539,7539,"ANGELL ANIMAL MEDICAL CENTER"
11629,11629,"ANGELS CAMP ANIMAL HOSPITAL"
11629,11587,"ANGELS CAMP ANIMAL HOSPITAL"
11629,11572,"ANGELS CAMP ANIMAL HOSPITAL"
11629,8571,"ANGELS CAMP ANIMAL HOSPITAL"
11629,10761,"ANGELS CAMP ANIMAL HOSPITAL"
11629,11102,"ANGELS CAMP ANIMAL HOSPITAL"
10180,10180,"ANGEL'S CARE ANIMAL HOSPITAL"
8846,8846,"ANGELUS PET HOSPITAL"
16279,16279,"ANIMA CLINIC OF LEESBURG"
14858,14858,"ANIMAID PET HOSPITAL"
5902,10670,"ANIMAL ADVOCATES VET HOSPITAL"
7200,7200,"ANIMAL ADVOCATES VET HOPSITAL"
7200,13240,"ANIMAL ADVOCATES VET HOPSITAL"
5902,5902,"ANIMAL ADVOCATES VET HOSPITAL"
11799,15440,"ANIMAL & BIRD CLINIC OF MISSION VIEJO"
6741,6741,"ANIMAL AND BIRD HEALTH CARE CENTER & HOSPITAL"
9619,11787,"ANIMAL AND BIRD VET MEDICAL CENTER"
9619,9689,"ANIMAL AND BIRD VET MEDICAL CENTER"
9619,9619,"ANIMAL AND BIRD VET MEDICAL CENTER"
11799,11802,"ANIMAL & BIRD CLINIC OF MISSION VIEJO"
11799,11799,"ANIMAL & BIRD CLINIC OF MISSION VIEJO"
11799,12239,"ANIMAL & BIRD CLINIC OF MISSION VIEJO"
9619,11570,"ANIMAL AND BIRD VET MEDICAL CENTER"
16528,16528,"ANIMAL CANCER CENTER"
11602,11602,"ANIMAL CARE CENTER"
5687,11710,"VCA ANIMAL CARE CLINIC"
14990,15382,"ANIMAL CARE CENTER AT WEST BOUNTIFUL"
5687,7082,"VCA ANIMAL CARE CLINIC"
15299,15299,"ANIMAL CARE CENTER"
14095,14095,"ANIMAL CARE CENTER"
5032,5032,"ANIMAL CARE CENTER"
2273,1413,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
15058,15058,"ANIMAL CARE CENTER"
2273,1422,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
2273,1962,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
2273,3190,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
2273,3687,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
2273,3786,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
2273,4159,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
2273,6260,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
2273,6427,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
2273,6546,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
14990,14990,"ANIMAL CARE CENTER AT WEST BOUNTIFUL"
14095,14331,"ANIMAL CARE CENTER"
3702,3702,"ANIMAL CARE CENTER/FAX REF"
15299,16356,"ANIMAL CARE CENTER"
2273,696,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
2273,5494,"VCA ANIMAL CARE CENTER *ALWAYS CONTACT VET FIRST IF OWNER REQUESTS DIFF FORM THAN WHAT SHE CALLED IN"
6057,8877,"VACAVILLE ANIMAL CARE CENTER"
6057,9250,"VACAVILLE ANIMAL CARE CENTER"
7385,4797,"CENTER SANAI ANIMAL HOSPITAL"
3098,3098,"ANIMAL CARE CLINIC"
3098,16911,"ANIMAL CARE CLINIC"
3098,4498,"ANIMAL CARE CLINIC"
5687,8298,"VCA ANIMAL CARE CLINIC"
5687,8206,"VCA ANIMAL CARE CLINIC"
5687,6861,"VCA ANIMAL CARE CLINIC"
3098,8232,"ANIMAL CARE CLINIC"
10621,10708,"ANIMAL CARE CLINIC SAN PABLO"
3098,3236,"ANIMAL CARE CLINIC"
5687,6428,"VCA ANIMAL CARE CLINIC"
3098,6459,"ANIMAL CARE CLINIC"
4322,7918,"ANIMAL CLINIC OF BENICIA"
4664,4902,"ANIMAL CARE CLINIC OF WOODLAND"
4664,4664,"ANIMAL CARE CLINIC OF WOODLAND"
10621,10621,"ANIMAL CARE CLINIC SAN PABLO"
16958,16958,"ANIMAL CARE HOSPITAL"
14309,14309,"ANIMAL CARE OF ORADELL"
6912,15600,"ANIMAL CLINIC AT LAKE OF THE PINES"
6912,7565,"ANIMAL CLINIC AT LAKE OF THE PINES"
6912,6912,"ANIMAL CLINIC AT LAKE OF THE PINES"
6912,9832,"ANIMAL CLINIC AT LAKE OF THE PINES"
13743,13743,"ANIMAL CLINIC OF ANTIOCH"
4322,4479,"ANIMAL CLINIC OF BENICIA"
4322,4833,"ANIMAL CLINIC OF BENICIA"
4322,9577,"ANIMAL CLINIC OF BENICIA"
4322,4322,"ANIMAL CLINIC OF BENICIA"
4322,12707,"ANIMAL CLINIC OF BENICIA"
4322,12271,"ANIMAL CLINIC OF BENICIA"
4322,7681,"ANIMAL CLINIC OF BENICIA"
4322,7329,"ANIMAL CLINIC OF BENICIA"
4322,6321,"ANIMAL CLINIC OF BENICIA"
4322,6145,"ANIMAL CLINIC OF BENICIA"
4322,9548,"ANIMAL CLINIC OF BENICIA"
16828,16828,"ANIMAL CLINIC OF BILLINGS & ANIMAL SURGERY CLINIC OF BILLINGS"
15323,15323,"ANIMAL CLINIC OF LONG ISLAND CITY"
7381,16422,"ANIMAL KIND VETERINARY HOSPITAL"
7381,16401,"ANIMAL KIND VETERINARY HOSPITAL"
7381,14049,"ANIMAL KIND VETERINARY HOSPITAL"
16496,16496,"ANIMAL CLINIC OF OAK VIEW"
6581,8404,"PENN VALLEY VET ASSOCIATES"
9172,8744,"ANIMAL HOSPITAL OF PITTSBURG"
8525,8525,"ANIMAL CLINIC OF ROUGH AND READY"
9280,9280,"ANIMAL CLINIC OF SANTA MARIA"
5141,5141,"ANIMAL CLINIC OF TUSTIN RANCH"
5141,14731,"ANIMAL CLINIC OF TUSTIN RANCH"
5141,14393,"ANIMAL CLINIC OF TUSTIN RANCH"
16479,16479,"ANIMAL CLINIC OF WEKIVA"
1332,12905,"ANIMAL COVE PET HOSPITAL"
1332,16996,"ANIMAL COVE PET HOSPITAL"
1332,1332,"ANIMAL COVE PET HOSPITAL"
16193,16193,"ANIMAL DEMATOLOGY CLINIC"
14482,14482,"ANIMAL DENTAL CLINIC"
15622,15990,"ANIMAL DERMATOLOGY & ALLERGY SPECIALISTS WHITE PLAINS"
15622,15622,"ANIMAL DERMATOLOGY & ALLERGY SPECIALISTS WHITE PLAINS"
7057,7057,"ANIMAL DERMATOLOGY AND ALLERGY"
7057,9276,"ANIMAL DERMATOLOGY AND ALLERGY"
7057,15192,"ANIMAL DERMATOLOGY AND ALLERGY"
5837,5837,"ANIMAL DERMATOLOGY CENTER"
7261,11824,"ANIMAL DERMATOLOGY CLINIC"
7261,7261,"ANIMAL DERMATOLOGY CLINIC"
7261,9205,"ANIMAL DERMATOLOGY CLINIC"
9123,9123,"ANIMAL DERMATOLOGY CLINIC"
13758,13758,"ANIMAL DERMATOLOGY CLINIC MARINA DEL REY"
9123,10132,"ANIMAL DERMATOLOGY CLINIC"
9123,10478,"ANIMAL DERMATOLOGY CLINIC"
7385,5658,"CENTER SANAI ANIMAL HOSPITAL"
4494,4494,"ANIMAL EMERGENCY AND URGENT CARE"
13797,13797,"ANIMAL EMERGENCY CENTER"
10952,10952,"ANIMAL EMERGENCY CLINIC GRAND TERRACE"
11033,11033,"ANIMAL EMERGENCY CLINIC VICTORVILLE"
13123,13123,"ANIMAL EMERGENCY MEDICAL CENTER"
16010,16010,"ANIMAL EMERGENCY & SPECIALTY CENTER"
16010,16690,"ANIMAL EMERGENCY & SPECIALTY CENTER"
3482,6464,"ANIMAL EYE CARE"
9646,9646,"ANIMAL EYE CARE"
3482,8047,"ANIMAL EYE CARE"
3482,6278,"ANIMAL EYE CARE"
3482,3482,"ANIMAL EYE CARE"
5220,5220,"ANIMAL EYE CARE"
6888,6888,"ANIMAL EYE CARE CONTRA COSTA"
3482,13307,"ANIMAL EYE CARE"
3482,16006,"ANIMAL EYE CARE"
15643,15643,"ANIMAL EYE CARE- PLEASANTON"
10437,10934,"ANIMAL EYE CENTER"
10437,10437,"ANIMAL EYE CENTER"
8905,8905,"ANIMAL EYE CLINIC"
7109,11504,"ANIMAL EYE SPECIALISTS"
7109,14949,"ANIMAL EYE SPECIALISTS"
5772,5772,"ANIMAL EYE SPECIALISTS"
218,218,"ANIMAL EYE SPECIALISTS"
7109,7109,"ANIMAL EYE SPECIALISTS"
7109,7298,"ANIMAL EYE SPECIALISTS"
7109,11816,"ANIMAL EYE SPECIALISTS"
7109,12317,"ANIMAL EYE SPECIALISTS"
3225,15584,"ANIMAL FARM PET HOSPITAL"
3225,10309,"ANIMAL FARM PET HOSPITAL"
3225,3225,"ANIMAL FARM PET HOSPITAL"
3225,16449,"ANIMAL FARM PET HOSPITAL"
3225,6241,"ANIMAL FARM PET HOSPITAL"
3225,10151,"ANIMAL FARM PET HOSPITAL"
3567,3567,"ANIMAL HEALING ARTS CTR"
5745,5745,"ANIMAL HEALING CENTER"
15081,15081,"ANIMAL HEALTH CARE CENTER"
14144,14144,"ANIMAL HEALTH CENTER"
9185,9185,"ANIMAL HEALTH SERVICES OF CAVE CREEK:24 HR FULL VET SERVICES"
16228,16228,"ANIMAL HEALTH VETERINARY CLINIC"
5282,5282,"ANIMAL HOSPITAL"
16106,16106,"ANIMAL HOSPITAL"
4050,4050,"ANIMAL HOSPITAL"
12801,12801,"ANIMAL HOSPITAL AT THE CROSSROADS"
8109,8109,"ANIMAL HOSPITAL BY THE SEA"
6933,13755,"ANIMAL HOSPITAL IN FAIRFIELD"
6933,13465,"ANIMAL HOSPITAL IN FAIRFIELD"
6933,6933,"ANIMAL HOSPITAL IN FAIRFIELD"
6933,9975,"ANIMAL HOSPITAL IN FAIRFIELD"
6933,12964,"ANIMAL HOSPITAL IN FAIRFIELD"
13873,13873,"ANIMAL HOSPITAL IN FAIRFIELD"
6933,6940,"ANIMAL HOSPITAL IN FAIRFIELD"
6933,8167,"ANIMAL HOSPITAL IN FAIRFIELD"
7820,7820,"ANIMAL HOSPITAL OF ANTIOCH"
7820,9781,"ANIMAL HOSPITAL OF ANTIOCH"
7820,9640,"ANIMAL HOSPITAL OF ANTIOCH"
4051,12694,"ANIMAL HOSP OF CLOVERDALE"
2543,2543,"ANIMAL HOSPITAL OF COTATI"
2543,3239,"ANIMAL HOSPITAL OF COTATI"
2543,12804,"ANIMAL HOSPITAL OF COTATI"
2543,11997,"ANIMAL HOSPITAL OF COTATI"
2543,9121,"ANIMAL HOSPITAL OF COTATI"
2543,6754,"ANIMAL HOSPITAL OF COTATI"
2942,2942,"ANIMAL HOSPITAL OF COTATI"
2942,8431,"ANIMAL HOSPITAL OF COTATI"
2543,4335,"ANIMAL HOSPITAL OF COTATI"
6979,11704,"ANIMAL HOSPITAL OF DESERT HOT SPRINGS"
6988,6988,"ANIMAL HOSPITAL OF DESERT HOT SPRINGS"
6979,6979,"ANIMAL HOSPITAL OF DESERT HOT SPRINGS"
6979,7016,"ANIMAL HOSPITAL OF DESERT HOT SPRINGS"
6979,9669,"ANIMAL HOSPITAL OF DESERT HOT SPRINGS"
6979,9177,"ANIMAL HOSPITAL OF DESERT HOT SPRINGS"
16799,16799,"ANIMAL HOSPITAL OF FALCON"
4454,4454,"ANIMAL HOSPITAL OF HOLLISTER"
4454,8108,"ANIMAL HOSPITAL OF HOLLISTER"
12041,12041,"ANIMAL HOSPITAL OF LAKE COUNTY"
4921,4921,"ANIMAL HOSPITAL OF LIVERMORE"
4433,4433,"ANIMAL HOSPITAL OF LOJA"
14381,14381,"ANIMAL HOSPITAL OF LYNNWOOD"
15257,16476,"ANIMAL HOSPITAL OF OSHKOSH"
15257,15394,"ANIMAL HOSPITAL OF OSHKOSH"
15257,15257,"ANIMAL HOSPITAL OF OSHKOSH"
7518,13487,"ANIMAL HOSPITAL OF PALO ALTO"
7518,11374,"ANIMAL HOSPITAL OF PALO ALTO"
7518,7736,"ANIMAL HOSPITAL OF PALO ALTO"
5964,8509,"VCA PALO ALTO ANIMAL HOSPITAL"
7518,15154,"ANIMAL HOSPITAL OF PALO ALTO"
11674,11674,"ANIMAL HOSPITAL OF PALO ALTO"
7518,7518,"ANIMAL HOSPITAL OF PALO ALTO"
16815,16815,"ANIMAL HOSPITAL OF PENSACOLA"
9172,9172,"ANIMAL HOSPITAL OF PITTSBURG"
15568,15568,"ANIMAL HOSPITAL OF REDONDO BEACH"
3879,3879,"ANIMAL HOSPITAL OF RIVERSIDE"
16326,16326,"ANIMAL HOSPITAL OF SALINAS"
1660,2420,"SAN ANSELMO ANIMAL HOSPITAL"
2527,2527,"ANIMAL HOSPITAL OF SEBASTOPOL"
2527,13429,"ANIMAL HOSPITAL OF SEBASTOPOL"
5157,5157,"ANIMAL HOSPITAL OF SEBASTOPOL"
2527,8638,"ANIMAL HOSPITAL OF SEBASTOPOL"
2527,3853,"ANIMAL HOSPITAL OF SEBASTOPOL"
2527,6215,"ANIMAL HOSPITAL OF SEBASTOPOL"
2527,3721,"ANIMAL HOSPITAL OF SEBASTOPOL"
6967,6967,"ANIMAL HOSPITAL OF SOQUEL"
6967,11366,"ANIMAL HOSPITAL OF SOQUEL"
6967,13265,"ANIMAL HOSPITAL OF SOQUEL"
6967,16355,"ANIMAL HOSPITAL OF SOQUEL"
6967,16381,"ANIMAL HOSPITAL OF SOQUEL"
6967,16532,"ANIMAL HOSPITAL OF SOQUEL"
6967,7974,"ANIMAL HOSPITAL OF SOQUEL"
15761,15761,"ANIMAL HOSPITAL OF SOUTH BAY-ROLLING HILLS"
9220,9220,"ANIMAL HOSPITAL OF TEMECULA"
8810,11778,"ANIMAL HOSPITAL OF THOUSAND OAKS"
8810,12120,"ANIMAL HOSPITAL OF THOUSAND OAKS"
8810,8810,"ANIMAL HOSPITAL OF THOUSAND OAKS"
4657,4657,"ANIMAL HOSPITAL ON THE RIDGE"
4657,13541,"ANIMAL HOSPITAL ON THE RIDGE"
6979,7222,"ANIMAL HOSPITAL OF DESERT HOT SPRINGS"
11675,11675,"ANIMAL HOSPITAL SANTA FE"
16761,16761,"ANIMAL HOSPITAL SOUTH"
4051,14491,"ANIMAL HOSP OF CLOVERDALE"
4051,4051,"ANIMAL HOSP OF CLOVERDALE"
3193,3193,"ANIMAL HOSP OF DIAMOND HTS"
3288,3557,"ANIMAL HOSP OF DIAMOND HTS"
3288,3288,"ANIMAL HOSP OF DIAMOND HTS"
7518,10384,"ANIMAL HOSPITAL OF PALO ALTO"
2527,2669,"ANIMAL HOSPITAL OF SEBASTOPOL"
5488,6348,"ALL ANIMALS EMERGENCY HOSPITAL"
